Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	Prot	eProt1	eProt2	Age	eAge1	eAge2	cutoff	class	type	cat1	cat2	e_M	e_R	e_Teff	e_L	mode
230	KIC8298626	1.206	0.056302753041037	0.0631347764706584	1.378	0.0277308492477241	0.0295465734053883	6211	84	84	3.33	0.295233576406985	0.295233576406985	0.038	0.099	0.099	4.24	0.0117046999107196	0.0126491106406735	0.4597	0.0158928716410849	0.0153631692368469	21.5	1.88	1.88	3.355	1.15001086951385	0.969443654886657	3.7228057	MS	F	serenelli17	garcia14	4.95180470612336	2.07828093806649	1.3524392207374	8.86587316537492	Ast
231	KIC8349582	1.19	0.04	0.04	1.47	0.05	0.05	5699	74	74	2.107	0.185576412127023	0.185576412127023	0.3	0.15	0.15	4.178	0.003	0.003	NA	NA	NA	51.02	1.45	1.45	7.93	0.62	0.62	4.0584217	MS	G	ceillier15	metcalfe14	3.36134453781513	3.40136054421769	1.29847341638884	8.80761329506519	Ast
232	KIC8367710	1.455	0.0644437739428721	0.122772146678308	2.041	0.0339705755029261	0.0559464029227975	6352	66	66	6.585	0.565773538492933	0.565773538492933	0.014	0.1	0.1	3.98	0.00806225774829855	0.0117046999107196	0.171	0.00300156597295478	0.0029138958955323	7.84	0.93	0.93	2.414	1.00428382442415	0.477529056707547	3.6303802	MS	F	serenelli17	garcia14	6.43353679110585	2.20276772233522	1.03904282115869	8.59185328007491	Ast
233	KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059	57	57	6.765	0.601312885270374	0.601312885270374	0.24	0.15	0.15	3.928	0.032	0.031	0.156	0.0153	0.0157	11.39	0.98	0.98	5.1	1.1	1.3	3.8224417	MS	F	C14sdss	garcia14	13.6363636363636	5.77889447236181	0.940749298564119	8.88858662631743	Ast
234	KIC8379927	1.121	0.0294	0.0294	1.1215	0.0111	0.0111	6067	120	120	1.539	0.136	0.136	-0.1	0.15	0.15	4.3876	0.0031	0.0031	0.794829912648249	0.00419004332078688	0.00419004332078688	17.542	0.006	0.006	1.7407	0.4314	0.4314	3.8171977	MS	F	silva17	nielsen13	2.62265834076717	0.98974587605885	1.97791330146695	8.83690708252112	Ast
235	KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250	51	51	2.947	0.251913091070874	0.251913091070874	-0.22	0.2	0.15	4.163	0.01	0.011	0.3469	0.0111	0.011	10.39	1.27	1.27	3.6	0.9	0.8	3.6972412	MS	F	C14sdss	garcia14	8.33333333333333	3.24675324675325	0.816	8.54811981916775	Ast
236	KIC8408931	1.493	0.0746525284233562	0.0738782782690555	2.866	0.0532541078227774	0.0532541078227774	6252	120	120	11.63	1.02525741165987	1.02525741165987	-0.124	0.101	0.101	3.697	0.0125299640861417	0.0116619037896906	0.06335	0.00187640751437421	0.00182880320428416	18.4	1.29	1.29	2.192	0.232723011324622	0.199421663818152	3.6959302	MS	F	serenelli17	garcia14	4.97424000979276	1.85813355976195	1.91938579654511	8.81562692742792	Ast
237	KIC8414062	1.3	0.0721248916810278	0.0802807573457052	1.726	0.105304320899002	0.102459748194108	6578	61	61	3.12	0.281430926714807	0.281430926714807	-0.251	0.1	0.1	4.076	0.0421070065428546	0.0411096095821889	0.2525	0.0439975786265563	0.0353931861380125	11.2	0.93	0.93	2.649	0.698138238459977	0.550622375135628	3.4822372	MS	F	serenelli17	garcia14	5.86175573179742	6.01865785321871	0.927333536029188	9.02022201008997	Ast
238	KIC8416311	1.565	0.091438503924769	0.150479234447813	2.275	0.0760591874792257	0.0877268487978452	6446	60	60	8.627	0.726635065752401	0.726635065752401	0.131	0.1	0.1	3.915	0.0152970585407784	0.0152970585407784	0.132	0.00736726000627099	0.00714338687178568	4.86	0.75	0.75	1.955	0.877706670818902	0.397484590896301	3.5687632	MS	F	serenelli17	garcia14	7.7290012259611	3.59969310499057	0.930809804529941	8.42280127219661	Ast
239	KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506	73	73	4.674	0.40855015265179	0.40855015265179	0.07	0.15	0.15	4.08	0.017	0.02	0.2524	0.013	0.0127	11.74	1.11	1.11	3.1	1.6	0.7	3.5294332	MS	F	C14sdss	garcia14	10.7407407407407	4.02298850574713	1.12204119274516	8.74091041189111	Ast
240	KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322	59	59	9.416	0.822782257353369	0.822782257353369	0.14	0.15	0.1	3.863	0.016	0.016	0.114	0.0072	0.0071	6.59	0.6	0.6	3.1	1.2	0.7	3.6500452	MS	F	C14sdss	garcia14	11.3333333333333	5.34188034188034	0.933248971844353	8.73812932618276	Ast
241	KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520	65	65	5.685	0.476353911087547	0.476353911087547	0	0.15	0.1	3.988	0.023	0.023	0.1822	0.0132	0.0127	11.3	0.84	0.84	3.3	1.5	0.7	3.5202562	MS	F	C14sdss	garcia14	11.9565217391304	4.87179487179487	0.996932515337423	8.37913651869037	Ast
242	KIC8493735	1.374	0.0671192967781993	0.0654599113962126	2.585	0.0708378429936994	0.0689492567037528	5965	109	109	7.573	0.667866433249052	0.667866433249052	-0.08	0.1	0.1	3.749	0.01552417469626	0.01552417469626	0.0792	0.00448824174928223	0.00436269847686039	30.43	2.37	2.37	3.098	0.390466387797977	0.371467360611939	3.8840587	PMS	G	serenelli17	garcia14	4.82457089426535	2.70381237325826	1.82732606873428	8.81904705201442	Ast
243	KIC8493800	1.252	0.0572800139664787	0.0631268564083465	1.482	0.0291547594742265	0.030886890422961	6241	73	73	2.704	0.227754039250838	0.227754039250838	0.039	0.1	0.1	4.193	0.0125299640861417	0.0134164078649987	0.3836	0.0138699912040347	0.0129525077108643	12.75	2.58	2.58	3.209	0.920495518728907	0.812219182240853	3.7031407	MS	F	serenelli17	garcia14	4.8085810852566	2.02569669018851	1.16968434545746	8.42285648117003	Ast
244	KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214	65	65	2.381	0.222320260232039	0.222320260232039	0.18	0.15	0.15	4.246	0.018	0.019	0.4945	0.028	0.0278	7.78	0.8	0.8	4.8	2.4	1.9	3.7208392	MS	F	C14sdss	garcia14	11.4678899082569	4.61538461538461	1.04602510460251	9.33726418446195	Ast
245	KIC8524425	1.15	0.05	0.05	1.84	0.03	0.04	5634	84	84	3.166	0.28423121349949	0.28423121349949	0.14	0.09	0.09	3.969	0.008	0.008	0.1849	0.0044	0.0044	42.44	3.44	3.44	7.1	0.9	0.7	4.1010292	PMS	G	C14bruntt	garcia14	4.34782608695652	1.90217391304348	1.49094781682641	8.97761255525868	Ast
246	KIC8561221	1.436	0.0639531078212779	0.0675425791630731	3.091	0.0519711458407451	0.0545893762558247	5229	60	60	7.054	0.647259290574214	0.647259290574214	-0.164	0.101	0.101	3.614	0.00608276253029822	0.00608276253029822	0.04858	0.000497056636611966	0.000504738605616808	68.93	4.69	4.69	2.602	0.493258552890875	0.394620070447513	4.3665067	PMS	G	serenelli17	garcia14	4.57854063315986	1.72372245384293	1.14744693057946	9.17577673056726	Ast
247	KIC8574769	1.069	0.0472016948848238	0.0480104155366312	1.579	0.0246981780704569	0.0255538646783613	5437	70	70	2.378	0.218407208797397	0.218407208797397	0.341	0.1	0.1	4.069	0.00860232526704263	0.00860232526704263	0.2711	0.00619090502269256	0.00623738021929079	12.95	1.36	1.36	9.967	1.67672090700868	1.57121386195514	4.2301627	PMS	G	serenelli17	garcia14	4.4533260253253	1.59126164499108	1.28747471031819	9.18449153899904	Ast
248	KIC8579578	1.538	0.0903382532485547	0.159154013458662	2.218	0.0502195181179589	0.0726704891960967	6308	45	45	7.653	0.642982127265446	0.642982127265446	0.054	0.1	0.1	3.932	0.0120415945787923	0.015	0.1409	0.0030925867748537	0.00314193013289602	3.81	0.65	0.65	2.165	1.03542117034567	0.573321026999708	3.6592222	MS	F	serenelli17	garcia14	8.11093194756882	2.77028871312118	0.713379835129994	8.40170034320458	Ast
249	KIC8621637	1.176	0.0516236379965612	0.0534883164812653	1.876	0.0433243580448689	0.0442718872423573	5737	75	75	3.616	0.315885417934653	0.315885417934653	0.094	0.1	0.1	3.961	0.0114017542509914	0.0114017542509914	0.178	0.00736869119993503	0.0071778276658053	19.4	1.28	1.28	6.27	0.9120931969925	0.791258491265655	4.0335127	PMS	G	serenelli17	garcia14	4.46904568358106	2.33465472513929	1.30730346871187	8.73576930129019	Ast
250	KIC8656342	1.159	0.112307613277106	0.0738782782690555	1.621	0.0457930125674212	0.0432666153055679	6074	71	71	3.33	0.299756919590974	0.299756919590974	-0.05	0.099	0.099	4.085	0.0174928556845359	0.0158113883008419	0.274	0.0102131243016033	0.0100668339114143	1.45	0.07	0.07	5.414	1.2604146143234	1.74958423632588	3.8126092	MS	F	serenelli17	garcia14	8.03217823753933	2.74705823173933	1.16891669410603	9.00170929702625	Ast
251	KIC8677016	1.081	0.064007812023221	0.0622655603042324	1.324	0.0322024843762092	0.0313049516849971	6248	75	75	3.585	0.402598293514387	0.402598293514387	-0.27	0.101	0.101	4.227	0.0139283882771841	0.0139283882771841	0.4648	0.0175545612591144	0.0188799396450306	28.95	2.26	2.26	4.912	1.54100778713153	1.45643743428957	3.6985522	MS	F	serenelli17	garcia14	5.84058151375825	2.39831707179782	1.20038412291933	11.2300779222981	Ast
252	KIC8696343	1.119	0.061057350089895	0.061057350089895	1.183	0.0341760149812701	0.0332415402771893	6178	65	65	1.909	0.162372778192266	0.162372778192266	-0.056	0.099	0.099	4.341	0.0186815416922694	0.0196468827043885	0.6768	0.0335803942948858	0.033709544360611	5.42	0.6	0.6	3.072	1.93367060276563	1.86181900301828	3.7444372	MS	F	serenelli17	garcia14	5.45642091956166	2.84943175225949	1.05212042732276	8.5056457932041	Ast
253	KIC8776961	1.065	0.0531413210223457	0.0512640224719052	1.676	0.034	0.034	5777	72	72	2.977	0.266738425847769	0.266738425847769	-0.126	0.1	0.1	4.017	0.00894427190999916	0.0098488578017961	0.2264	0.0062512178813412	0.00615369360628233	28.38	3.03	3.03	7.939	1.20559031183898	1.12228695082853	4.0072927	MS	G	serenelli17	garcia14	4.90165931897891	2.02863961813842	1.24632162021811	8.95997399555824	Ast
254	KIC8817551	1.303	0.0532259335286851	0.0559464029227975	2.351	0.0732461603089199	0.0684105255059483	5720	57	57	6.694	0.582658133947912	0.582658133947912	0.03	0.1	0.1	3.808	0.0170880074906351	0.0180277563773199	0.09977	0.00673752365487499	0.0065217032284519	25.2	3.59	3.59	4.131	0.476530166935945	0.449188156566934	4.0446562	PMS	G	serenelli17	garcia14	4.18926847473072	3.0126900428513	0.996503496503496	8.70418485132823	Ast
255	KIC8866102	1.238	0.041	0.041	1.359	0.015	0.015	6325	75	75	2.671	0.083	0.083	-0.005	0.0721110255092798	0.0721110255092798	4.264	0.005	0.005	0.492862722817982	0.00213053050209502	0.00213053050209502	20.85	0.09	0.09	2.325	0.31	0.31	3.6480787	MS	F	silva15	mazeh15	3.31179321486268	1.1037527593819	1.18577075098814	3.10745039311119	Ast
256	KIC8915084	1.131	0.105118980208143	0.0742024258363566	1.501	0.0433820239269677	0.0372155881318568	5817	60	60	2.713	0.229036117736117	0.229036117736117	0.09	0.1	0.1	4.141	0.0152643375224737	0.014422205101856	0.3364	0.0101268447702135	0.0100400382469391	18.17	2.79	2.79	6.669	1.7524411545042	2.19056271309451	3.9810727	MS	G	serenelli17	garcia14	7.92755994891688	2.68479720382493	1.03145951521403	8.44217168212742	Ast
257	KIC8950146	1.237	0.0546717477313466	0.0610327780786685	1.33	0.0322024843762092	0.0322024843762092	6374	60	60	2.588	0.214813087204816	0.214813087204816	-0.014	0.101	0.101	4.282	0.0143178210632764	0.0143178210632764	0.5263	0.023450999211121	0.0257546998429413	8.59	0.65	0.65	2.122	0.767909499876125	0.674581351654491	3.6159592	MS	F	serenelli17	garcia14	4.67681995998444	2.42123942678265	0.94132412927518	8.3003511284705	Ast
258	KIC8952800	1.293	0.0662193325245732	0.0632455532033676	2.014	0.0486004115208915	0.045453272709454	6122	55	55	5.939	0.50748463091393	0.50748463091393	0.03	0.1	0.1	3.941	0.010770329614269	0.010770329614269	0.1581	0.00568207937290566	0.00562222989569085	26.6	2.18	2.18	4.032	0.475386158822488	0.471971397438446	3.7811452	MS	F	serenelli17	garcia14	5.0063760915677	2.3349971258775	0.898399215942502	8.54495084886226	Ast
259	KIC8956017	1.497	0.0746525284233562	0.0746525284233562	1.881	0.0771621668954417	0.0724499827467198	6605	86	86	5.943	0.482317728986627	0.482317728986627	0.128	0.1	0.1	4.063	0.0243310501211929	0.0253179778023443	0.2239	0.0205113511256572	0.019435872118328	3.43	0.42	0.42	1.817	0.365308089152157	0.341118747652485	3.4645387	MS	F	serenelli17	garcia14	4.98680884591558	3.97693114412976	1.30204390613172	8.11572823467318	Ast
260	KIC8981766	1.38	0.11	0.09	1.82	0.05	0.05	6237	72	72	14.37	1.34284437137607	1.34284437137607	-0.18	0.25	0.25	4.059	0.014	0.015	0.2294	0.0093	0.009	9.28	0.65	0.65	3.4	0.6	0.7	3.7057627	MS	F	C14sdss	garcia14	7.2463768115942	2.74725274725275	1.15440115440115	9.34477641876182	Ast
261	KIC9049593	1.157	0.0892020179143947	0.0976217188949262	1.414	0.0528015151297763	0.0520096144957834	5788	59	59	2.614	0.217129480850223	0.217129480850223	0.202	0.1	0.1	4.197	0.019313207915828	0.019313207915828	0.4067	0.0247795419852749	0.0243676363441348	12.36	2.55	2.55	5.836	2.45345246540462	2.09318632710994	4.0000822	MS	G	serenelli17	garcia14	8.07362734698881	3.70619270245968	1.01935038009675	8.30640707154641	Ast
262	KIC9073645	1.373	0.0777946013551069	0.0702922470831599	2.342	0.0876641317757725	0.0796492310069595	6438	64	64	8.356	0.740955343971847	0.740955343971847	-0.152	0.1	0.1	3.836	0.021377558326432	0.021377558326432	0.1067	0.00807956337000955	0.00786723815897294	16.49	2.45	2.45	2.804	0.341774779642969	0.346343759868718	3.5740072	MS	F	serenelli17	garcia14	5.39282040925953	3.57201884677054	0.994097545821684	8.8673449493998	Ast
263	KIC9093289	1.237	0.0558659108938537	0.0682422156732913	1.448	0.0326955654485436	0.0336154726279432	6285	57	57	3.143	0.279932795330638	0.279932795330638	-0.011	0.1	0.1	4.207	0.0143178210632764	0.0152315462117278	0.4056	0.0191918096072257	0.0161968532746333	6.76	0.69	0.69	3.125	0.939382776082253	0.809456607854924	3.6742987	MS	F	serenelli17	garcia14	5.01649662761297	2.28974578993394	0.906921241050119	8.90654773562323	Ast
265	KIC9116461	1.208	0.0511077293567225	0.0537121960079831	1.251	0.0295465734053883	0.0295465734053883	6470	47	47	2.402	0.193508830913632	0.193508830913632	-0.116	0.1	0.1	4.324	0.0120415945787923	0.0130384048104053	0.6161	0.0261437877133364	0.0284005921769248	3.04	0.34	0.34	1.566	0.867578238546818	0.825060603834652	3.5530312	MS	F	serenelli17	garcia14	4.3385730697312	2.36183640330842	0.726429675425039	8.05615449265747	Ast
266	KIC9119139	1.098	0.0559016994374947	0.0559016994374947	1.753	0.0769025357189215	0.0710633520177595	5475	74	74	2.943	0.266231259436829	0.266231259436829	0.2	0.1	0.1	3.99	0.0253179778023443	0.0263058928759318	0.2031	0.0197599418015337	0.0192661698321176	40.14	3.62	3.62	8.72	1.42828638584844	1.31284614483191	4.2052537	PMS	G	serenelli17	garcia14	5.09122945696673	4.22036188638565	1.35159817351598	9.04625414328336	Ast
267	KIC9138680	1.416	0.0554436651025164	0.0554436651025164	2.477	0.0537121960079831	0.0528015151297763	5990	60	60	7.756	0.670259576550073	0.670259576550073	0.129	0.099	0.099	3.8	0.0126491106406735	0.0126491106406735	0.09307	0.00423311292077119	0.00407861802575333	18.79	1.53	1.53	3.113	0.309467284215957	0.268793601114312	3.8676712	MS	G	serenelli17	garcia14	3.91551307221161	2.15005472623657	1.0016694490818	8.64182022369873	Ast
269	KIC9163769	1.315	0.0616198020120156	0.0586941223633168	1.537	0.0380131556174964	0.0371214223865412	6438	100	100	3.949	0.322075476813396	0.322075476813396	0.049	0.1	0.1	4.183	0.0167630546142402	0.0167630546142402	0.3616	0.0205551034052373	0.0188347597807883	3.18	0.22	0.22	2.45	0.632281582841063	0.620626296574678	3.5740072	MS	F	serenelli17	garcia14	4.574673930621	2.44419577111378	1.55327741534638	8.15587431788797	Ast
270	KIC9202077	1.444	0.0914166286842826	0.167764716195033	1.981	0.0552268050859363	0.0704911341943084	6119	70	70	5.599	0.476347427377792	0.476347427377792	0.148	0.1	0.1	3.999	0.015	0.0174928556845359	0.1842	0.00574824503653072	0.00575770796411211	15.46	1.37	1.37	2.795	1.56318776863178	0.836301978952579	3.7831117	MS	F	serenelli17	garcia14	8.97442329914528	3.17309286421617	1.1439777741461	8.50772329662068	Ast
271	KIC9206432	1.567	0.0751664818918645	0.0672086303981862	1.569	0.0272029410174709	0.0212602916254693	6494	46	46	3.842	0.312534723193249	0.312534723193249	0.165	0.139	0.139	4.241	0.00707106781186548	0.00781024967590665	0.4052	0.00462673589045236	0.0048715374369905	8.8	1.06	1.06	0.802	0.44647172362872	0.449134723663179	3.5372992	MS	F	serenelli17	garcia14	4.54291998372849	1.54439874579159	0.708346165691407	8.13468826635213	Ast
272	KIC9225600	1.425	0.0729177618965366	0.0777946013551069	1.84	0.0441021541423999	0.0441021541423999	6262	56	56	4.758	0.411033863930155	0.411033863930155	0.219	0.1	0.1	4.061	0.012369316876853	0.012369316876853	0.2278	0.00908442672929888	0.00894940824859387	8.98	0.62	0.62	2.583	0.625719585757071	0.574711231837346	3.6893752	MS	F	serenelli17	garcia14	5.28815309654889	2.3968562033913	0.894282976684765	8.63879495439585	Ast
273	KIC9226926	1.39	0.05	0.04	1.64	0.03	0.03	6892	84	84	4.548	0.365619368849666	0.365619368849666	-0.23	0.09	0.09	4.151	0.013	0.012	0.3147	0.0126	0.0126	2.17	0.15	0.15	2.2	0.3	0.3	3.2764102	MS	F	C14bruntt	garcia14	3.23741007194245	1.82926829268293	1.2188044109112	8.03912420513778	Ast
274	KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125	55	55	3.128	0.27169073554991	0.27169073554991	-0.22	0.15	0.15	4.112	0.013	0.013	0.3047	0.0139	0.0138	34.7	2.29	2.29	5.5	1.7	1.4	3.7791787	MS	F	C14sdss	garcia14	10.5263157894737	4.51612903225806	0.897959183673469	8.68576520300222	Ast
275	KIC9287845	1.589	0.0906035319399856	0.147627910640231	2.313	0.0939201788754685	0.0929731143933557	6488	62	62	8.928	0.762176079154507	0.762176079154507	0.131	0.1	0.1	3.905	0.0222036033111745	0.0231948270094864	0.1269	0.0106088840600697	0.0102340422610032	9.56	1.33	1.33	1.851	0.81176412830329	0.3491260517349	3.5412322	MS	F	serenelli17	garcia14	7.49626943298353	4.04006254364082	0.955610357583231	8.53691844931124	Ast
276	KIC9289275	1.349	0.0672681202353686	0.065299310869258	1.767	0.0268700576850888	0.0268700576850888	6227	48	48	4.012	0.342633039749413	0.342633039749413	0.092	0.1	0.1	4.073	0.00848528137423857	0.00921954445729289	0.2441	0.00305785627523597	0.00297652498729643	11.24	1.07	1.07	3.041	0.641580080738173	0.594340811319566	3.7123177	MS	F	serenelli17	garcia14	4.91354451833308	1.5206597444872	0.770836678978641	8.54020537760253	Ast
277	KIC9292130	1.347	0.0608769250208977	0.0595482997238376	2.176	0.0526972485050216	0.0502195181179589	6176	52	52	6.423	0.541940302001592	0.541940302001592	0.049	0.1	0.1	3.891	0.0117046999107196	0.0117046999107196	0.1304	0.0054667629361442	0.00528549685460128	18.86	1.97	1.97	3.502	0.412157736795029	0.409499694749581	3.7457482	MS	F	serenelli17	garcia14	4.47012712489738	2.3648154095354	0.841968911917098	8.43749497122205	Ast
278	KIC9328372	1.464	0.0706045324324154	0.0690289794216893	1.781	0.0705195008490559	0.0657875368135941	6572	80	80	6.039	0.521100979493793	0.521100979493793	0.16	0.1	0.1	4.101	0.0243310501211929	0.0253179778023443	0.2579	0.0236322448362402	0.0197703564965329	3.99	0.6	0.6	1.87	0.389966665242043	0.373012064148065	3.4861702	MS	F	serenelli17	garcia14	4.76890409337789	3.82669954134335	1.21728545343883	8.62892829100502	Ast
279	KIC9335972	1.23	0.13	0.2	2.18	0.11	0.16	5784	63	63	6.017	0.532923646081868	0.532923646081868	-0.04	0.15	0.15	3.847	0.01	0.01	0.1186	0.0078	0.0069	26.8	3.19	3.19	5.2	1.7	0.7	4.0027042	PMS	G	C14sdss	garcia14	13.4146341463415	6.19266055045872	1.08921161825726	8.85696603094346	Ast
280	KIC9353712	1.5619	0.0413	0.0413	2.1949	0.0286	0.0286	6278	77	77	6.969	0.391	0.391	-0.05	0.1	0.1	3.9485	0.0031	0.0031	0.147787799161991	0.00227256586890136	0.00227256586890136	11.3	1.12	1.12	1.9241	0.1048	0.1048	3.6788872	MS	F	silva17	garcia14	2.64421537870542	1.30302063875347	1.2265052564511	5.61056105610561	Ast
281	KIC9390670	1.37	0.071505244562899	0.0695269731830748	1.711	0.069462219947249	0.0648845127900333	6246	50	50	4.782	0.397738991301202	0.397738991301202	0.195	0.1	0.1	4.107	0.0241867732448957	0.0251793566240283	0.2734	0.0244420081212653	0.0239866496409982	3.55	0.25	0.25	2.818	0.700377755214998	0.706412061052188	3.6998632	MS	F	serenelli17	garcia14	5.14716123160488	3.92597114954069	0.80051232788985	8.31741930784613	Ast
282	KIC9394953	1.205	0.0590338885725818	0.0537587202228624	1.746	0.0393573373083089	0.0349857113690718	6018	65	65	3.682	0.317461913620585	0.317461913620585	0.076	0.1	0.1	4.034	0.014422205101856	0.0136014705087354	0.2262	0.00827911378107585	0.00800203936506188	23.79	2.2	2.2	5.165	1.13790553210713	1.11426119020632	3.8493172	MS	F	serenelli17	garcia14	4.68019123632549	2.12895328400288	1.08009305417082	8.62199656764219	Ast
283	KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350	52	52	11.16	0.975636586344381	0.975636586344381	-0.08	0.2	0.15	3.776	0.016	0.016	0.0833	0.0041	0.0038	4.87	0.89	0.89	3.4	0.7	1.2	3.6316912	MS	F	C14sdss	garcia14	13.013698630137	5	0.818897637795276	8.74226331849804	Ast
284	KIC9410862	1.007	0.0434626276242015	0.0434626276242015	1.163	0.0178885438199983	0.0178885438199983	6230	53	53	1.834	0.158522908328121	0.158522908328121	-0.399	0.1	0.1	4.309	0.00761577310586391	0.00670820393249937	0.6391	0.00509895528515401	0.00531297016742989	22.77	2.37	2.37	5.174	1.22619941281995	1.14851208091165	3.7103512	MS	F	serenelli17	garcia14	4.31605040955327	1.53813790369719	0.850722311396469	8.64356097754203	Ast
285	KIC9414381	1.224	0.0496588360717405	0.0560802995712398	2.117	0.042154477816716	0.0449444101084885	5495	100	100	4.423	0.390407840856051	0.390407840856051	0.152	0.1	0.1	3.873	0.0098488578017961	0.0098488578017961	0.1289	0.00430056612552348	0.00425302245467855	46.74	4.37	4.37	5.706	0.752681871709423	0.58745042344014	4.1921437	PMS	G	serenelli17	garcia14	4.31940913574266	2.0571300879831	1.81983621474067	8.82676556310311	Ast
286	KIC9414417	1.399	0.0737360156233031	0.0752396172239067	1.917	0.0366878726556883	0.0389101529166874	6278	52	52	5.158	0.42856413772693	0.42856413772693	-0.049	0.0721110255092798	0.0721110255092798	4.018	0.0094339811320566	0.01	0.1986	0.00155547616182312	0.00169564265103235	10.68	0.66	0.66	2.742	0.714564202853739	0.682129753052892	3.6788872	MS	F	serenelli17	garcia14	5.32436143127984	1.97177948806405	0.828289264096846	8.30872698191023	Ast
287	KIC9446628	1.213	0.0718401002226472	0.0757429864739964	1.893	0.0919238815542512	0.0864060183089118	6298	59	59	5.317	0.439688712631072	0.439688712631072	-0.268	0.101	0.101	3.965	0.0292745623366089	0.0302654919008431	0.1776	0.0198469729681884	0.0190804831175733	10.04	0.83	0.83	4.124	0.790864084403888	0.715841462895242	3.6657772	MS	F	serenelli17	garcia14	6.08339186713288	4.71024563822406	0.936805335026993	8.26948867088719	Ast
288	KIC9457728	1.194	0.0634113554499508	0.0659469483751902	1.822	0.0353836120259083	0.0361247837363769	6390	49	49	5.208	0.437591644046782	0.437591644046782	-0.161	0.0721110255092798	0.0721110255092798	3.993	0.0106301458127346	0.0106301458127346	0.1972	0.00479990708243399	0.00475150586656483	23.4	2.65	2.65	4.027	0.642439880455751	0.577443503730019	3.6054712	MS	F	serenelli17	garcia14	5.41701439803773	1.96235992761485	0.766823161189358	8.40229731272623	Ast
289	KIC9468847	1.17	0.0579827560572969	0.0579827560572969	1.796	0.0528015151297763	0.0518941229813165	6064	52	52	4.292	0.37421982497498	0.37421982497498	-0.109	0.1	0.1	3.998	0.0170880074906351	0.0170880074906351	0.2019	0.011854530610699	0.0120564420954111	14.65	1.76	1.76	5.253	0.858876009677765	0.763172981702052	3.8191642	MS	F	serenelli17	garcia14	4.95579111600828	2.91468925699033	0.857519788918206	8.71900803762768	Ast
290	KIC9512063	1.158	0.0499299509312797	0.0507740090991444	2.053	0.0360693775937429	0.0374833296279826	5977	58	58	4.637	0.403547097521101	0.403547097521101	-0.332	0.102	0.102	3.876	0.00670820393249937	0.00670820393249937	0.1338	0.00300235324370734	0.00298585900537852	23	3.85	3.85	5.174	0.591908776755337	0.549717200021975	3.8761927	MS	G	serenelli17	garcia14	4.34818480269534	1.79134698542926	0.970386481512464	8.70276250854219	Ast
291	KIC9542776	1.385	0.0848645980371085	0.0806597793203031	2.475	0.153388395910512	0.136894119669181	6343	87	87	11.52	1.02457871859058	1.02457871859058	-0.157	0.101	0.101	3.791	0.0355105618091294	0.0374833296279826	0.09076	0.0133405578594	0.0123110919093312	7.45	0.51	0.51	2.76	0.416572922787836	0.397825338559524	3.6362797	MS	F	serenelli17	garcia14	5.97560929088129	5.8642932440342	1.37159072993852	8.89391248776547	Ast
292	KIC9579208	1.204	0.0635137780328017	0.051662365412358	1.781	0.034132096331752	0.0276586333718787	6422	56	56	4.92	0.408637298681031	0.408637298681031	-0.17	0.0721110255092798	0.0721110255092798	4.017	0.0111803398874989	0.00860232526704263	0.2132	0.00312772393283039	0.00299626600955256	5.39	0.59	0.59	3.921	0.551272165087264	0.603927975838179	3.5844952	MS	F	serenelli17	garcia14	4.78306243543022	1.73472009274651	0.87200249143569	8.30563615205347	Ast
293	KIC9592705	1.636	0.09	0.09	2.178	0.039	0.039	6174	92	92	6.269	0.3	0.3	0.216	0.0721110255092798	0.0721110255092798	3.975	0.01	0.01	0.158369433989063	0.00142035366806335	0.00142035366806335	13.34	0.24	0.24	1.727	0.368	0.368	3.7470592	MS	F	silva15	mazeh15	5.50122249388753	1.79063360881543	1.4901198574668	4.78545222523528	Ast
294	KIC9696358	1.363	0.157965186037937	0.0754519714785505	2.122	0.0727323861838727	0.0394081209904761	6321	137	137	6.879	0.623648541165898	0.623648541165898	0.17	0.072	0.072	3.92	0.0177200451466694	0.013	0.1431	0.00266749047608422	0.00256472814153859	17.05	1.55	1.55	3.084	0.63495039176301	1.03156289192661	3.6507007	MS	F	serenelli17	garcia14	8.56262500060482	2.64233051777448	2.16737857933871	9.06597675775401	Ast
295	KIC9697131	1.436	0.0581377674149945	0.0635609943282828	1.922	0.0283019433961698	0.030886890422961	6491	69	69	5.503	0.446981720087574	0.446981720087574	0.11	0.0721110255092798	0.0721110255092798	4.027	0.00854400374531753	0.00854400374531753	0.2019	0.00337780668481783	0.00320270588721475	6.18	0.5	0.5	2.249	0.408623298405757	0.327001529048413	3.5392657	MS	F	serenelli17	garcia14	4.2374220662701	1.53977195159029	1.06301032198429	8.12250990528028	Ast
